ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
103299,Haryana,Gurgaon,Locality_103,Apartment,4,505,317.0,0.63,2002,Furnished,25,13,23,2,9,Medium,Yes,Yes,"Clubhouse, Playground, Pool",East,Broker,Ready_to_Move
74748,Haryana,Faridabad,Locality_93,Apartment,5,3469,268.44,0.08,2015,Unfurnished,5,30,10,6,8,Medium,Yes,No,"Garden, Gym, Clubhouse, Playground, Pool",South,Owner,Ready_to_Move
71588,Jharkhand,Jamshedpur,Locality_441,Villa,4,3634,49.51,0.01,2015,Unfurnished,12,5,10,10,6,Medium,No,Yes,Pool,South,Broker,Under_Construction
38261,Telangana,Hyderabad,Locality_364,Villa,1,1235,430.69,0.35,1992,Semi-furnished,24,16,33,1,7,Medium,Yes,No,"Clubhouse, Gym, Playground, Garden",South,Owner,Ready_to_Move
89107,Punjab,Ludhiana,Locality_388,Independent House,3,2021,371.92,0.18,2022,Furnished,29,29,3,10,6,Low,Yes,No,Gym,West,Owner,Under_Construction
246023,Bihar,Patna,Locality_223,Apartment,4,3844,54.29,0.01,2008,Semi-furnished,2,12,17,8,2,High,No,No,Pool,South,Owner,Ready_to_Move
85351,Odisha,Bhubaneswar,Locality_73,Independent House,5,4317,265.76,0.06,2010,Furnished,13,2,15,5,8,Low,No,Yes,"Pool, Clubhouse, Playground",East,Broker,Ready_to_Move
245067,Madhya Pradesh,Indore,Locality_110,Apartment,2,4624,421.94,0.09,2006,Furnished,7,17,19,6,8,High,Yes,No,"Clubhouse, Gym, Playground",South,Owner,Under_Construction
233413,Uttarakhand,Dehradun,Locality_438,Apartment,4,1528,15.17,0.01,1997,Unfurnished,27,16,28,7,9,High,Yes,Yes,Gym,South,Builder,Under_Construction
224066,Chhattisgarh,Bilaspur,Locality_57,Independent House,4,3948,120.51,0.03,2001,Semi-furnished,23,15,24,10,6,High,No,No,"Pool, Playground, Clubhouse",West,Broker,Under_Construction
238875,Andhra Pradesh,Vijayawada,Locality_33,Villa,4,591,216.01,0.37,2014,Furnished,25,22,11,7,4,Low,Yes,No,"Garden, Playground",West,Broker,Ready_to_Move
75165,Maharashtra,Nagpur,Locality_2,Independent House,3,1845,283.6,0.15,2004,Unfurnished,21,12,21,9,10,Low,No,No,"Gym, Clubhouse",North,Builder,Under_Construction
172738,Haryana,Faridabad,Locality_381,Independent House,5,1296,43.17,0.03,2003,Furnished,14,15,22,1,9,High,Yes,Yes,Pool,South,Broker,Under_Construction
7072,Delhi,Dwarka,Locality_452,Villa,4,3465,49.42,0.01,2003,Unfurnished,3,22,22,7,2,Low,No,Yes,"Garden, Clubhouse, Gym",North,Broker,Under_Construction
231928,Madhya Pradesh,Indore,Locality_296,Villa,3,1757,218.96,0.12,2013,Unfurnished,21,9,12,5,10,Medium,No,No,"Pool, Gym",South,Owner,Ready_to_Move
187751,Delhi,New Delhi,Locality_82,Villa,4,3220,415.21,0.13,2021,Furnished,4,15,4,7,1,Low,Yes,No,"Garden, Playground, Gym",North,Owner,Ready_to_Move
98935,Kerala,Kochi,Locality_328,Apartment,4,903,305.63,0.34,1999,Semi-furnished,19,9,26,10,3,Low,No,No,"Garden, Clubhouse, Pool, Playground, Gym",East,Owner,Under_Construction
44445,Odisha,Bhubaneswar,Locality_38,Apartment,3,1753,156.51,0.09,2001,Unfurnished,9,11,24,2,8,Low,Yes,Yes,Garden,East,Builder,Ready_to_Move
164408,Assam,Guwahati,Locality_37,Independent House,4,4156,114.5,0.03,2022,Furnished,21,23,3,7,8,Low,Yes,No,"Garden, Clubhouse, Gym",East,Owner,Under_Construction
146510,Uttar Pradesh,Lucknow,Locality_331,Villa,2,4587,135.35,0.03,2008,Unfurnished,14,15,17,6,5,Low,No,No,Garden,North,Owner,Ready_to_Move
207317,Gujarat,Surat,Locality_212,Independent House,4,3567,292.21,0.08,2008,Furnished,11,18,17,10,5,High,No,Yes,"Clubhouse, Garden, Gym, Playground",North,Broker,Under_Construction
18470,Odisha,Bhubaneswar,Locality_155,Villa,1,2305,284.89,0.12,2003,Unfurnished,20,15,22,2,7,High,No,No,Clubhouse,East,Owner,Under_Construction
198659,Karnataka,Mysore,Locality_175,Apartment,4,4036,122.78,0.03,2001,Unfurnished,2,25,24,3,8,High,Yes,Yes,"Playground, Pool, Gym, Clubhouse",South,Owner,Under_Construction
91302,Haryana,Gurgaon,Locality_300,Apartment,5,4814,32.08,0.01,1993,Semi-furnished,3,18,32,7,7,Medium,No,No,"Playground, Gym",East,Broker,Ready_to_Move
68717,Punjab,Amritsar,Locality_424,Apartment,5,4000,274.07,0.07,2013,Unfurnished,2,23,12,1,8,Low,Yes,No,"Pool, Gym, Clubhouse, Garden, Playground",South,Broker,Under_Construction
23052,Uttarakhand,Haridwar,Locality_43,Villa,5,4570,405.81,0.09,1991,Semi-furnished,30,23,34,10,7,Low,No,No,"Playground, Pool, Garden",East,Builder,Under_Construction
9904,Punjab,Ludhiana,Locality_456,Apartment,2,787,54.44,0.07,2006,Furnished,6,27,19,8,8,High,Yes,No,"Pool, Gym, Playground, Garden, Clubhouse",West,Broker,Under_Construction
27069,Andhra Pradesh,Vishakhapatnam,Locality_186,Apartment,1,783,112.59,0.14,1998,Semi-furnished,30,2,27,10,8,Medium,No,No,"Garden, Pool",West,Broker,Under_Construction
63977,Kerala,Trivandrum,Locality_95,Independent House,3,3679,373.45,0.1,2004,Furnished,5,6,21,5,4,High,No,Yes,Gym,East,Builder,Under_Construction
131006,Bihar,Gaya,Locality_49,Apartment,1,4652,480.79,0.1,2023,Unfurnished,22,7,2,7,7,High,Yes,Yes,Gym,North,Builder,Ready_to_Move
230062,Kerala,Trivandrum,Locality_370,Independent House,5,4893,103.17,0.02,2021,Furnished,0,28,4,10,6,High,No,Yes,Garden,East,Broker,Ready_to_Move
94646,Karnataka,Mangalore,Locality_50,Apartment,3,4550,298.91,0.07,1990,Furnished,4,5,35,5,6,Low,Yes,No,"Garden, Playground",South,Broker,Ready_to_Move
229238,Odisha,Cuttack,Locality_242,Apartment,2,790,66.97,0.08,1991,Unfurnished,9,12,34,3,8,High,No,No,"Pool, Garden, Gym, Playground, Clubhouse",North,Owner,Ready_to_Move
124342,Tamil Nadu,Chennai,Locality_267,Villa,3,3548,263.61,0.07,1996,Furnished,8,30,29,3,9,High,No,No,"Pool, Garden, Clubhouse, Playground",West,Owner,Ready_to_Move
225528,Gujarat,Ahmedabad,Locality_230,Villa,4,1142,433.36,0.38,2006,Semi-furnished,30,29,19,9,1,High,No,No,"Garden, Pool, Clubhouse, Gym",West,Owner,Ready_to_Move
133115,Andhra Pradesh,Vishakhapatnam,Locality_289,Independent House,4,1156,248.86,0.22,1994,Semi-furnished,11,16,31,1,6,Medium,Yes,No,"Gym, Clubhouse, Pool, Garden",South,Broker,Ready_to_Move
138476,Maharashtra,Pune,Locality_98,Villa,5,1770,135.52,0.08,1999,Unfurnished,9,30,26,5,1,Low,No,Yes,"Pool, Playground, Clubhouse",East,Owner,Ready_to_Move
185653,Odisha,Cuttack,Locality_330,Apartment,5,3354,43.82,0.01,2019,Unfurnished,11,29,6,10,6,Low,No,Yes,"Playground, Pool, Garden",West,Owner,Ready_to_Move
118,Gujarat,Surat,Locality_111,Independent House,5,2947,410.0,0.14,2007,Furnished,28,24,18,5,3,Medium,Yes,No,"Garden, Gym, Pool",South,Broker,Under_Construction
64245,Odisha,Bhubaneswar,Locality_206,Independent House,1,3731,244.6,0.07,2021,Furnished,11,12,4,7,8,High,Yes,Yes,"Garden, Clubhouse, Gym, Pool",West,Broker,Ready_to_Move
71707,Chhattisgarh,Bilaspur,Locality_123,Apartment,3,702,85.19,0.12,2006,Unfurnished,29,13,19,8,5,High,No,Yes,"Clubhouse, Playground, Pool, Garden, Gym",North,Builder,Under_Construction
162601,Uttarakhand,Haridwar,Locality_404,Apartment,1,4016,176.32,0.04,2023,Semi-furnished,17,13,2,8,1,High,Yes,No,"Clubhouse, Garden, Pool, Playground, Gym",East,Builder,Ready_to_Move
126234,Uttarakhand,Dehradun,Locality_349,Villa,4,1620,328.45,0.2,2017,Furnished,13,13,8,3,4,High,No,Yes,"Playground, Gym",North,Broker,Ready_to_Move
212753,Gujarat,Surat,Locality_358,Apartment,1,521,476.17,0.91,2000,Unfurnished,18,17,25,2,1,Low,No,Yes,"Clubhouse, Gym, Playground, Garden",East,Builder,Ready_to_Move
217483,Andhra Pradesh,Vishakhapatnam,Locality_350,Villa,5,840,56.95,0.07,2018,Unfurnished,14,21,7,7,4,Low,Yes,No,Clubhouse,North,Broker,Under_Construction
205530,Jharkhand,Ranchi,Locality_204,Villa,5,4641,144.42,0.03,1993,Semi-furnished,4,22,32,9,8,Medium,Yes,No,Playground,South,Owner,Under_Construction
55594,Gujarat,Surat,Locality_331,Independent House,2,4307,426.99,0.1,1996,Unfurnished,18,17,29,5,4,High,Yes,Yes,"Garden, Pool",North,Owner,Ready_to_Move
178936,Jharkhand,Jamshedpur,Locality_250,Independent House,4,4957,282.5,0.06,2007,Semi-furnished,10,28,18,4,6,Medium,No,No,"Pool, Garden",East,Owner,Under_Construction
248677,Jharkhand,Jamshedpur,Locality_368,Independent House,4,1853,98.67,0.05,1998,Unfurnished,5,26,27,6,9,Low,No,No,Clubhouse,North,Owner,Ready_to_Move
203897,Telangana,Warangal,Locality_37,Villa,4,735,46.05,0.06,2014,Furnished,25,1,11,10,6,High,No,No,"Clubhouse, Playground",North,Owner,Under_Construction
81536,Gujarat,Surat,Locality_66,Villa,4,4757,68.53,0.01,2001,Semi-furnished,30,24,24,6,10,Medium,Yes,Yes,"Gym, Playground",West,Owner,Under_Construction
76056,Odisha,Cuttack,Locality_272,Villa,3,3325,452.8,0.14,2019,Furnished,8,14,6,1,9,Medium,Yes,No,"Clubhouse, Playground, Gym, Pool, Garden",South,Builder,Under_Construction
93167,Andhra Pradesh,Vishakhapatnam,Locality_12,Apartment,1,4218,75.26,0.02,2023,Semi-furnished,5,14,2,6,6,Medium,Yes,No,"Pool, Playground, Garden, Clubhouse",South,Owner,Under_Construction
175490,Rajasthan,Jodhpur,Locality_67,Apartment,4,3875,422.1,0.11,1995,Furnished,20,2,30,7,1,Low,No,No,"Pool, Garden, Clubhouse, Playground, Gym",North,Broker,Under_Construction
150405,Kerala,Trivandrum,Locality_76,Villa,1,1863,92.69,0.05,2019,Unfurnished,10,14,6,1,10,High,Yes,No,Pool,South,Owner,Under_Construction
63084,Kerala,Kochi,Locality_492,Independent House,2,1923,456.51,0.24,2005,Furnished,6,8,20,4,6,Medium,No,Yes,"Pool, Playground, Garden, Clubhouse",West,Builder,Under_Construction
2356,Bihar,Gaya,Locality_59,Independent House,3,3564,442.91,0.12,2009,Unfurnished,8,19,16,9,10,Low,Yes,No,"Pool, Gym",West,Builder,Ready_to_Move
222670,Madhya Pradesh,Indore,Locality_168,Villa,2,1540,69.76,0.05,2015,Semi-furnished,14,7,10,2,4,High,No,Yes,"Garden, Gym, Clubhouse",North,Broker,Ready_to_Move
29354,Madhya Pradesh,Indore,Locality_360,Villa,4,3802,440.63,0.12,1995,Semi-furnished,23,25,30,7,5,Low,Yes,Yes,"Pool, Playground, Garden, Gym, Clubhouse",North,Builder,Under_Construction
148734,Tamil Nadu,Coimbatore,Locality_145,Independent House,5,4353,187.95,0.04,1997,Furnished,13,30,28,4,5,Low,Yes,No,"Playground, Clubhouse, Garden, Pool, Gym",East,Broker,Under_Construction
99135,Tamil Nadu,Chennai,Locality_319,Villa,4,1000,265.33,0.27,1991,Furnished,18,18,34,6,9,Low,Yes,No,"Gym, Pool",East,Broker,Ready_to_Move
14537,Haryana,Faridabad,Locality_58,Independent House,2,4138,149.74,0.04,2000,Furnished,27,19,25,1,6,Medium,No,No,"Playground, Gym, Pool, Clubhouse, Garden",East,Broker,Ready_to_Move
236292,Madhya Pradesh,Indore,Locality_74,Independent House,3,1327,499.11,0.38,1999,Unfurnished,18,23,26,6,3,Low,No,Yes,"Garden, Pool, Gym",North,Owner,Ready_to_Move
92650,Karnataka,Mangalore,Locality_289,Villa,4,3769,135.14,0.04,2008,Furnished,15,4,17,2,9,Medium,Yes,Yes,Clubhouse,North,Broker,Ready_to_Move
132932,Uttarakhand,Haridwar,Locality_340,Independent House,2,4669,492.59,0.11,2004,Furnished,3,3,21,1,8,Low,Yes,No,"Clubhouse, Garden, Gym",West,Broker,Ready_to_Move
103984,Andhra Pradesh,Vishakhapatnam,Locality_117,Independent House,4,899,301.63,0.34,2011,Furnished,0,7,14,4,3,Medium,Yes,No,"Playground, Clubhouse, Pool, Garden",East,Broker,Ready_to_Move
129121,Punjab,Amritsar,Locality_166,Apartment,1,3019,497.89,0.16,2019,Furnished,18,17,6,2,5,Medium,No,No,Pool,South,Owner,Ready_to_Move
117536,Tamil Nadu,Coimbatore,Locality_164,Villa,5,1379,83.14,0.06,2019,Semi-furnished,19,29,6,7,9,Low,Yes,No,"Gym, Garden, Clubhouse, Playground",West,Broker,Under_Construction
97121,Kerala,Kochi,Locality_273,Villa,5,2741,219.48,0.08,1995,Furnished,11,27,30,3,1,Low,Yes,No,"Playground, Clubhouse",West,Broker,Under_Construction
241499,Jharkhand,Ranchi,Locality_413,Independent House,1,4025,493.46,0.12,1992,Furnished,13,17,33,2,7,Low,No,Yes,Pool,West,Owner,Ready_to_Move
238840,Rajasthan,Jaipur,Locality_379,Villa,4,748,350.96,0.47,1990,Semi-furnished,28,7,35,10,3,Medium,No,Yes,"Clubhouse, Pool, Garden, Gym",North,Owner,Under_Construction
167782,Gujarat,Ahmedabad,Locality_200,Independent House,2,3632,144.05,0.04,2006,Semi-furnished,8,1,19,8,3,Medium,No,Yes,Garden,North,Owner,Ready_to_Move
134171,Karnataka,Mysore,Locality_133,Independent House,4,2998,263.53,0.09,2000,Unfurnished,18,30,25,10,9,High,Yes,No,Clubhouse,West,Builder,Ready_to_Move
229385,Chhattisgarh,Raipur,Locality_68,Independent House,4,4281,192.46,0.04,2016,Unfurnished,6,13,9,7,8,Medium,No,Yes,"Playground, Pool, Garden",North,Builder,Under_Construction
175973,West Bengal,Durgapur,Locality_308,Villa,4,3241,134.0,0.04,2019,Semi-furnished,1,2,6,6,6,High,Yes,Yes,Gym,South,Builder,Under_Construction
132713,Odisha,Cuttack,Locality_170,Independent House,4,2019,141.73,0.07,1993,Unfurnished,7,12,32,1,1,High,No,Yes,"Clubhouse, Gym, Playground",South,Broker,Under_Construction
165839,Jharkhand,Ranchi,Locality_381,Independent House,4,3659,36.0,0.01,2011,Semi-furnished,24,8,14,8,6,High,Yes,No,"Pool, Gym",East,Broker,Under_Construction
230385,Punjab,Ludhiana,Locality_433,Villa,5,2993,316.76,0.11,2007,Furnished,8,9,18,6,7,High,Yes,Yes,"Pool, Clubhouse",South,Owner,Under_Construction
237273,Uttar Pradesh,Lucknow,Locality_244,Apartment,5,3144,84.73,0.03,2009,Furnished,2,24,16,5,10,Medium,No,No,"Playground, Clubhouse",South,Owner,Under_Construction
168098,Punjab,Ludhiana,Locality_139,Villa,5,1136,189.04,0.17,2007,Semi-furnished,19,28,18,5,7,Low,No,No,"Clubhouse, Pool, Playground",North,Owner,Ready_to_Move
38771,Andhra Pradesh,Vishakhapatnam,Locality_438,Independent House,3,747,199.8,0.27,2003,Semi-furnished,5,2,22,8,9,Low,No,No,"Garden, Gym",West,Builder,Under_Construction
135956,Odisha,Cuttack,Locality_481,Apartment,3,4399,330.81,0.08,2019,Semi-furnished,29,27,6,2,10,High,No,Yes,"Pool, Clubhouse, Garden, Playground, Gym",East,Broker,Ready_to_Move
89268,Andhra Pradesh,Vijayawada,Locality_240,Apartment,5,3154,276.93,0.09,2011,Unfurnished,14,29,14,4,7,Medium,No,Yes,"Gym, Pool",West,Builder,Ready_to_Move
105804,Madhya Pradesh,Indore,Locality_400,Independent House,2,4413,432.46,0.1,2014,Furnished,17,28,11,4,10,Low,No,No,"Pool, Clubhouse, Garden, Gym",South,Owner,Under_Construction
34493,West Bengal,Durgapur,Locality_80,Independent House,2,753,470.12,0.62,1999,Semi-furnished,26,9,26,5,4,High,No,Yes,Pool,North,Builder,Ready_to_Move
39792,Uttar Pradesh,Lucknow,Locality_315,Villa,2,4980,332.25,0.07,2012,Furnished,15,9,13,3,9,Low,No,No,"Garden, Playground, Gym, Clubhouse",West,Owner,Under_Construction
22590,Assam,Silchar,Locality_453,Independent House,4,3257,216.86,0.07,1996,Unfurnished,16,13,29,8,7,Low,Yes,Yes,"Playground, Gym",East,Broker,Under_Construction
85716,Gujarat,Surat,Locality_82,Villa,1,777,48.15,0.06,2007,Furnished,18,5,18,8,10,High,No,Yes,"Playground, Garden, Clubhouse, Pool, Gym",West,Builder,Ready_to_Move
123850,Uttar Pradesh,Noida,Locality_363,Villa,3,1835,327.25,0.18,1991,Furnished,12,17,34,5,5,Low,Yes,No,Playground,East,Builder,Under_Construction
101537,Telangana,Hyderabad,Locality_97,Villa,3,3699,221.41,0.06,1998,Semi-furnished,0,13,27,8,5,High,Yes,No,Pool,South,Broker,Under_Construction
208876,Telangana,Hyderabad,Locality_186,Independent House,1,4469,47.13,0.01,2021,Unfurnished,6,3,4,9,2,Low,Yes,No,Gym,South,Owner,Under_Construction
24183,Chhattisgarh,Bilaspur,Locality_493,Apartment,2,4015,207.26,0.05,2021,Semi-furnished,7,28,4,1,4,Low,Yes,No,Garden,South,Broker,Under_Construction
59085,Chhattisgarh,Raipur,Locality_433,Villa,2,783,31.68,0.04,2013,Semi-furnished,30,10,12,7,1,Medium,Yes,Yes,Playground,South,Broker,Ready_to_Move
44220,Jharkhand,Ranchi,Locality_20,Apartment,2,2628,228.25,0.09,2003,Semi-furnished,8,27,22,10,5,Low,Yes,No,"Playground, Pool",North,Builder,Ready_to_Move
167416,Punjab,Amritsar,Locality_179,Villa,3,1058,348.31,0.33,2020,Unfurnished,6,10,5,4,4,Low,No,Yes,"Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
32052,Gujarat,Surat,Locality_7,Villa,5,3474,39.89,0.01,2007,Furnished,29,2,18,3,5,High,Yes,Yes,Garden,West,Owner,Under_Construction
4846,Chhattisgarh,Raipur,Locality_347,Independent House,2,2035,18.8,0.01,2022,Semi-furnished,21,25,3,1,2,High,No,No,"Garden, Gym",West,Owner,Under_Construction
179902,Maharashtra,Pune,Locality_121,Villa,5,3169,497.63,0.16,1997,Furnished,18,4,28,7,7,High,No,Yes,"Garden, Gym",North,Builder,Under_Construction
72863,Tamil Nadu,Chennai,Locality_267,Independent House,4,3376,417.8,0.12,2021,Semi-furnished,22,1,4,3,10,High,Yes,No,"Gym, Garden, Clubhouse, Pool, Playground",West,Owner,Ready_to_Move
72093,Punjab,Ludhiana,Locality_105,Independent House,5,2905,392.16,0.13,2013,Furnished,25,6,12,5,8,High,Yes,No,"Garden, Playground, Pool, Clubhouse, Gym",West,Builder,Under_Construction
143763,Jharkhand,Jamshedpur,Locality_85,Apartment,3,2077,216.98,0.1,2014,Unfurnished,13,5,11,8,5,Medium,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",West,Broker,Under_Construction
184257,Delhi,Dwarka,Locality_150,Independent House,1,2798,73.76,0.03,2016,Semi-furnished,27,3,9,9,9,Low,Yes,Yes,"Clubhouse, Gym",East,Builder,Ready_to_Move
74736,Uttarakhand,Haridwar,Locality_370,Villa,4,3823,267.47,0.07,2017,Furnished,1,4,8,4,8,High,No,No,"Garden, Gym, Pool",West,Broker,Ready_to_Move
71750,Jharkhand,Jamshedpur,Locality_346,Independent House,2,1651,247.35,0.15,2014,Furnished,2,8,11,10,7,High,No,Yes,"Garden, Gym, Pool, Clubhouse",East,Builder,Under_Construction
64617,Uttar Pradesh,Noida,Locality_479,Apartment,4,4500,342.69,0.08,2011,Furnished,26,10,14,2,8,Medium,No,No,"Clubhouse, Garden, Pool, Gym",South,Owner,Under_Construction
184250,Uttar Pradesh,Noida,Locality_393,Villa,4,2395,379.75,0.16,2012,Semi-furnished,14,1,13,3,3,Medium,Yes,Yes,"Playground, Clubhouse, Gym",South,Owner,Under_Construction
135360,Haryana,Faridabad,Locality_134,Independent House,4,4346,329.17,0.08,2023,Furnished,11,18,2,1,9,Low,No,No,"Garden, Gym, Playground, Clubhouse, Pool",North,Owner,Ready_to_Move
220902,Tamil Nadu,Chennai,Locality_99,Independent House,1,2490,75.3,0.03,2014,Furnished,20,7,11,10,3,High,Yes,No,"Gym, Playground, Clubhouse",East,Broker,Ready_to_Move
246372,Andhra Pradesh,Vishakhapatnam,Locality_287,Independent House,2,4354,115.97,0.03,2007,Unfurnished,1,7,18,3,2,Medium,Yes,Yes,"Gym, Pool, Clubhouse, Garden",South,Owner,Under_Construction
5872,Maharashtra,Pune,Locality_94,Independent House,3,3810,331.91,0.09,2003,Semi-furnished,4,30,22,4,4,Low,No,Yes,"Clubhouse, Garden, Playground, Gym, Pool",North,Builder,Ready_to_Move
78085,Telangana,Warangal,Locality_434,Independent House,2,2483,200.32,0.08,1999,Furnished,16,28,26,4,5,High,Yes,No,"Gym, Pool, Playground",North,Builder,Under_Construction
127869,Delhi,Dwarka,Locality_422,Independent House,4,1453,241.36,0.17,1993,Unfurnished,8,20,32,7,8,Low,Yes,No,"Garden, Pool",East,Broker,Under_Construction
7905,Telangana,Warangal,Locality_105,Villa,3,762,447.18,0.59,1997,Furnished,16,25,28,1,7,High,Yes,No,"Pool, Gym",East,Owner,Ready_to_Move
41537,Delhi,New Delhi,Locality_83,Independent House,3,2671,460.5,0.17,2003,Furnished,3,3,22,1,5,Medium,Yes,No,Playground,West,Builder,Under_Construction
109573,Uttar Pradesh,Noida,Locality_324,Independent House,5,2759,292.9,0.11,2008,Furnished,12,11,17,3,3,High,Yes,Yes,"Clubhouse, Garden",West,Broker,Ready_to_Move
32619,Madhya Pradesh,Indore,Locality_250,Villa,4,4100,207.62,0.05,2014,Furnished,17,10,11,5,3,High,Yes,Yes,Pool,East,Broker,Ready_to_Move
189744,Telangana,Hyderabad,Locality_73,Independent House,4,508,94.38,0.19,1993,Unfurnished,6,5,32,9,3,Medium,Yes,No,Playground,East,Builder,Under_Construction
115855,Haryana,Faridabad,Locality_19,Independent House,1,3120,403.87,0.13,2013,Semi-furnished,20,18,12,2,9,High,No,No,"Clubhouse, Pool, Gym, Garden, Playground",North,Builder,Under_Construction
174114,Uttarakhand,Haridwar,Locality_222,Apartment,1,3374,493.8,0.15,1991,Semi-furnished,18,9,34,7,2,Low,Yes,No,"Garden, Gym, Clubhouse",West,Owner,Under_Construction
138928,Maharashtra,Pune,Locality_355,Apartment,1,876,147.9,0.17,2014,Unfurnished,19,11,11,5,7,High,No,Yes,"Garden, Clubhouse, Playground",West,Builder,Ready_to_Move
7112,Rajasthan,Jodhpur,Locality_284,Villa,2,4987,97.81,0.02,2005,Unfurnished,24,14,20,10,8,High,No,No,"Pool, Garden",West,Broker,Ready_to_Move
202671,Gujarat,Surat,Locality_105,Villa,3,1824,453.79,0.25,2010,Semi-furnished,26,27,15,6,5,Medium,Yes,No,"Garden, Clubhouse, Pool, Gym",West,Owner,Ready_to_Move
204917,Uttar Pradesh,Lucknow,Locality_313,Independent House,2,4837,288.24,0.06,2012,Semi-furnished,2,1,13,9,8,High,No,No,"Playground, Clubhouse, Garden",South,Owner,Ready_to_Move
174097,Uttar Pradesh,Lucknow,Locality_423,Apartment,1,2387,487.36,0.2,2009,Semi-furnished,21,27,16,1,10,Low,No,Yes,Pool,East,Builder,Ready_to_Move
87144,Haryana,Faridabad,Locality_499,Independent House,3,3556,129.06,0.04,2013,Unfurnished,17,28,12,10,4,High,Yes,Yes,"Garden, Pool, Playground",West,Builder,Ready_to_Move
249897,Gujarat,Ahmedabad,Locality_175,Apartment,1,2277,305.84,0.13,1994,Furnished,17,13,31,1,10,Low,Yes,Yes,Pool,East,Builder,Ready_to_Move
20595,Kerala,Kochi,Locality_499,Apartment,5,3396,96.84,0.03,2011,Unfurnished,22,6,14,1,9,Low,No,No,Pool,South,Owner,Ready_to_Move
138770,Madhya Pradesh,Indore,Locality_144,Independent House,1,2481,362.43,0.15,2008,Furnished,11,28,17,7,10,Medium,No,Yes,"Playground, Clubhouse",North,Builder,Under_Construction
57839,Haryana,Gurgaon,Locality_481,Independent House,4,3416,387.08,0.11,2014,Semi-furnished,22,6,11,1,5,Low,Yes,No,"Garden, Gym, Clubhouse",South,Builder,Ready_to_Move
175021,Rajasthan,Jodhpur,Locality_433,Villa,3,3273,385.61,0.12,2010,Semi-furnished,0,3,15,8,7,Low,Yes,No,"Garden, Gym, Clubhouse, Pool, Playground",East,Owner,Ready_to_Move
195194,Madhya Pradesh,Indore,Locality_55,Apartment,1,3321,224.71,0.07,2017,Furnished,7,7,8,6,9,High,Yes,No,"Clubhouse, Playground",South,Owner,Ready_to_Move
